1,32,False,False,0.0
1,32,False,False,0.25
1,32,False,False,0.5
1,32,False,True,0.0
1,32,False,True,0.25
1,32,False,True,0.5
1,32,True,False,0.0
1,32,True,False,0.25
1,32,True,False,0.5
1,32,True,True,0.0
1,32,True,True,0.25
1,32,True,True,0.5
1,64,False,False,0.0
1,64,False,False,0.25
1,64,False,False,0.5
1,64,False,True,0.0
1,64,False,True,0.25
1,64,False,True,0.5
1,64,True,False,0.0
1,64,True,False,0.25
1,64,True,False,0.5
1,64,True,True,0.0
1,64,True,True,0.25
1,64,True,True,0.5
1,128,False,False,0.0
1,128,False,False,0.25
1,128,False,False,0.5
1,128,False,True,0.0
1,128,False,True,0.25
1,128,False,True,0.5
1,128,True,False,0.0
1,128,True,False,0.25
1,128,True,False,0.5
1,128,True,True,0.0
1,128,True,True,0.25
1,128,True,True,0.5
2,32,False,False,0.0
2,32,False,False,0.25
2,32,False,False,0.5
2,32,False,True,0.0
2,32,False,True,0.25
2,32,False,True,0.5
2,32,True,False,0.0
2,32,True,False,0.25
2,32,True,False,0.5
2,32,True,True,0.0
2,32,True,True,0.25
2,32,True,True,0.5
2,64,False,False,0.0
2,64,False,False,0.25
2,64,False,False,0.5
2,64,False,True,0.0
2,64,False,True,0.25
2,64,False,True,0.5
2,64,True,False,0.0
2,64,True,False,0.25
2,64,True,False,0.5
2,64,True,True,0.0
2,64,True,True,0.25
2,64,True,True,0.5
2,128,False,False,0.0
2,128,False,False,0.25
2,128,False,False,0.5
2,128,False,True,0.0
2,128,False,True,0.25
2,128,False,True,0.5
2,128,True,False,0.0
2,128,True,False,0.25
2,128,True,False,0.5
2,128,True,True,0.0
2,128,True,True,0.25
2,128,True,True,0.5
